"","kw.ep","kw.eBH","glm.ep","glm.eBH"
"unclassified (derived from Betaproteobacteria)",0.278282071514759,0.846623515938651,0.234130841774282,0.788263401297368
"Volvox",0.285500832580972,0.860246337772841,0.165241010050718,0.788280112080082
"Thermobaculum",0.312633219355469,0.856548679281807,0.223216307691777,0.789645271444923
"unclassified (derived from Lachnospiraceae)",0.10753247587295,0.815569245455547,0.125575329081423,0.790044632758131
"Roseiflexus",0.160673387831849,0.808107485114922,0.192320012467707,0.790698956658573
"Lachancea",0.163016091287425,0.811904245374525,0.208708013542561,0.791390114817514
"Perkinsus",0.277469058166652,0.846936176561515,0.184761621686905,0.791648119215164
"Paracoccus",0.238592619036987,0.833812006653926,0.220752595622817,0.795425516233549
"Desulfococcus",0.259901593159761,0.848399677840324,0.224773910233061,0.797190008862276
"Kangiella",0.211849574387824,0.822373924166006,0.21254187617363,0.798019459148177
"Anabaena",0.239973716024007,0.842943899370535,0.199471567668301,0.798052486542101
"Thermoproteus",0.321362812280715,0.843197688595592,0.301025118690788,0.799049256053848
"Acaryochloris",0.274308391282467,0.848131690664622,0.217551756159255,0.799755403130056
"unclassified (derived from Erysipelotrichaceae)",0.140113572379148,0.828279323642334,0.135784485327771,0.799960040485286
"Granulicatella",0.167488669495592,0.816512768324309,0.189472798560839,0.802248194345983
"Desulfonatronospira",0.359609349158043,0.869231112105456,0.282433197656669,0.803242973160804
"Phytophthora",0.30221104962857,0.859916712254323,0.246509779802,0.803757874883926
"Emiliania",0.425320922405993,0.885751798466506,0.255267358989926,0.804276999771476
"Wolbachia",0.410753367497295,0.887101570254442,0.252083691563125,0.804306908533174
"Blastopirellula",0.0748718379372682,0.737497945825682,0.180453782434117,0.804927340344391
"Sodalis",0.226414500286155,0.844130208288792,0.198169704727839,0.807763513331152
"unclassified (derived from Verrucomicrobiales)",0.203082811811019,0.830079060160472,0.214049373948531,0.809746967155725
"Xenorhabdus",0.191060613454354,0.823057695734703,0.198836617591465,0.810294557723215
"Hahella",0.293250744088579,0.855864317156432,0.260499062046463,0.81076752619509
"Thiomonas",0.288978914175307,0.861899448851785,0.225779736441852,0.810803954123096
"Halorubrum",0.386499773124782,0.867862778900725,0.328491489885256,0.81103718502199
"Rickettsia",0.23395746742264,0.818735924468193,0.279671215856488,0.811095195044429
"Anaerotruncus",0.225159304957136,0.850048001038954,0.156130915777047,0.811540568978677
"Picrophilus",0.225189132489191,0.832681281904458,0.224980661009479,0.811883902620282
"unclassified (derived from Podoviridae)",0.341878997307062,0.865340296794459,0.261527475621806,0.814918777058687
"Variovorax",0.137142921609139,0.808985727722364,0.176431258667268,0.81568718463872
"Anaerofustis",0.219299836060926,0.847611254827197,0.17677304796899,0.815734596557663
"Brucella",0.390514042798118,0.872190403315921,0.332929995438189,0.817011899418043
"Xanthobacter",0.372022228962807,0.875465458665423,0.25186433143761,0.81771118405987
"Ferroglobus",0.3173142261609,0.855337996566187,0.304659584804602,0.817853460071815
"Eikenella",0.311975550066169,0.854006392627152,0.286921685320537,0.818522957187159
"Ruminococcus",0.22147391765507,0.84928681356072,0.169290322160978,0.81943890089738
"Desulfovibrio",0.472286165551215,0.915208840784431,0.169820894772991,0.819930422890752
"Listeria",0.166463485016372,0.833982320867486,0.180575108949211,0.820629190693865
"unclassified (derived from Burkholderiales)",0.125529599155181,0.819291592864548,0.177275359115515,0.820871753968803
"Collinsella",0.205536409270066,0.84664628520063,0.172958851670216,0.821021599286919
"Microcystis",0.284478492865397,0.854653055282733,0.255789697990925,0.821984928072584
"Thermosynechococcus",0.294670002963792,0.851191074240005,0.316853745712854,0.822797785814252
"Weissella",0.287643480826533,0.86144159755991,0.235545193662345,0.822955826947453
"Carboxydothermus",0.184836987288714,0.839399300650018,0.187606258926355,0.823085796218465
"Propionibacterium",0.151063568507407,0.8312205395914,0.184495572262906,0.82352174077352
"Pelagibaca",0.360917767120674,0.863390095101234,0.340504285907507,0.824335832285799
"Deinococcus",0.269430024399182,0.846454913443429,0.273087972742982,0.825969505211024
"Comamonas",0.181520623289321,0.820760054923599,0.209766102561878,0.826090332851731
"Halalkalicoccus",0.367938891174362,0.867922180189106,0.330567918444014,0.826599109860627
"Methanocaldococcus",0.311132858299527,0.868489002420674,0.230252082730521,0.826838788068681
"Lodderomyces",0.369797268514382,0.87198037181213,0.324234600454318,0.826853448535424
"Methanothermobacter",0.247069196400362,0.854181733230584,0.198769236147453,0.827131353757676
"Magnaporthe",0.333057476766122,0.868447523675549,0.28524468604985,0.827851596496552
"Anaerostipes",0.183703468241927,0.838158446710218,0.192443728176663,0.82801190290417
"Kingella",0.363761587345643,0.876741016222097,0.287610808723786,0.830409303507191
"Coxiella",0.310485183395385,0.86448100328198,0.251879381790847,0.830525189070536
"Haloferax",0.403654715488089,0.881063644420561,0.347555696836998,0.830547730423956
"Acidovorax",0.0419702831892395,0.668873987544454,0.198768811032467,0.831185694980143
"Trichoplax",0.28625327166955,0.845194122426095,0.312364328302978,0.831376372545094
"Thermococcus",0.33718947818085,0.874668107573023,0.245714803545661,0.83151224602433
"Megasphaera",0.265026340551094,0.85876860213884,0.198238367466353,0.831810727656695
"Caenorhabditis",0.410566055582509,0.888677574647877,0.297945067656336,0.832567499816169
"Azospirillum",0.426752068828139,0.887832619431575,0.322504921997915,0.832697104759822
"Catonella",0.290251363757693,0.859787040707926,0.295005863785434,0.832745248926407
"P1-like viruses",0.266117867386384,0.856124694686237,0.256679822911213,0.832746113796015
"Thermincola",0.196019643997605,0.841511090115382,0.208299226584105,0.832862967318009
"Loa",0.230916489346971,0.842310609522829,0.234188384565858,0.833132662658222
"Uncinocarpus",0.491046559390859,0.903039992801962,0.259053213537503,0.833606304581484
"Pichia",0.415257615323188,0.875607599280803,0.365190068564274,0.833785018388765
"Ustilago",0.405907623501567,0.882722796455196,0.330808278949814,0.833992477533186
"Cellulosilyticum",0.18313277341282,0.836562026240612,0.20841968576251,0.834172417421722
"Ketogulonicigenium",0.444653449193977,0.884292932225859,0.380160020360042,0.834718132428001
"Moraxella",0.33556021490277,0.867728751373004,0.311983216132368,0.835255100502763
"Haemophilus",0.236043294197167,0.8532619002962,0.216740535665252,0.836574386008015
"Enterococcus",0.230503240966161,0.851566999571558,0.210046010456476,0.837167032907607
"Lutiella",0.368488936235477,0.880128219081659,0.292480477338782,0.838344507358829
"Verticillium",0.395418495997401,0.874387446946064,0.316090527545324,0.83849723527298
"Methanobrevibacter",0.503565227319733,0.921785247930316,0.21297411651098,0.838675049492475
"Sclerotinia",0.427257152041828,0.88297530181607,0.372153490865891,0.838957645093342
"Chloroherpeton",0.387791983250849,0.887855823094779,0.276695116276923,0.839470264712199
"Coccidioides",0.329538764448421,0.858632005986435,0.331636930879542,0.839984617195711
"Neorickettsia",0.375428271958864,0.876025516894116,0.330702214004707,0.840573630124586
"Herbaspirillum",0.377475936131219,0.879987573510976,0.266460870179153,0.840738020782683
"Aeropyrum",0.48659675551807,0.895482011344394,0.37374414822661,0.840763521647939
"unclassified (derived from Caudovirales)",0.218891065672404,0.838546347396328,0.280427245442257,0.841082444264002
"Methylotenera",0.290397347194626,0.857187627722868,0.288074026603363,0.841551143606312
"Citromicrobium",0.452598541308139,0.897629801799937,0.312051905076734,0.843300941509227
"Pasteurella",0.231994318685618,0.85220770329664,0.232222982040941,0.843371219069214
"Methanothermus",0.411275727208622,0.891124315285037,0.302818670116468,0.844707813077452
"Oceanithermus",0.424919288029525,0.885689675979261,0.372205368874054,0.845257390013901
"Neptuniibacter",0.306295522551366,0.862139451589192,0.312743129947618,0.845808395369937
"Enterocytozoon",0.42141213238709,0.888011390870433,0.347774654154187,0.84818507302812
"Mannheimia",0.158225993460279,0.809677461499027,0.298237074160014,0.848284947577313
"Verminephrobacter",0.138223269499764,0.797572060048637,0.249000352235434,0.848393675473077
"unclassified (derived from Clostridiales Family XI. Incertae Sedis)",0.338236304842442,0.875084167063856,0.29994221936645,0.848735355570676
"unclassified (derived from Rickettsiales)",0.479070597555301,0.903162170118698,0.310368069045931,0.849119648207396
"Methanocella",0.489794665960755,0.909202901624228,0.307893041906552,0.84938213215965
"unclassified (derived from Alteromonadales)",0.240998084101909,0.852655239639426,0.260861433899187,0.850740406708635
"Phaeodactylum",0.429566511538017,0.88711990831691,0.386853792080745,0.850953715648324
"Pseudomonas",0.344571883333131,0.879246066469078,0.268306839064324,0.851436615392852
"Porphyromonas",0.234902192995391,0.852215598780242,0.244283849049142,0.852813518923377
"Natronomonas",0.403366570625668,0.884135561706195,0.344697941372836,0.853680787056888
"unclassified (derived from Opitutaceae)",0.258039496585073,0.858449954110046,0.264670400328371,0.854038408522562
"Bradyrhizobium",0.302133272318941,0.862031497671819,0.291037889717324,0.854354197537432
"Eremococcus",0.354650774455507,0.874001056353406,0.341562508606565,0.854839084537014
"Tsukamurella",0.423269108884499,0.897556113196084,0.289286440531081,0.855576635834131
"Pyrenophora",0.615306164156754,0.931348335064273,0.349885350806222,0.856153778941462
"Verrucomicrobium",0.181485655627047,0.832802659894779,0.260792756406878,0.856218447122937
"Blautia",0.288383071149001,0.865533825007108,0.255553307902984,0.856772462001953
"Sagittula",0.477212694829618,0.900688062424632,0.388479211361561,0.85684742618823
"Finegoldia",0.36182089342765,0.884904307282657,0.275645615631343,0.858276838745178
"unclassified (derived from Siphoviridae)",0.228123466508795,0.851132491119905,0.267636368184804,0.858537707018388
"Jonquetella",0.421769052281239,0.895541274056163,0.323817162630021,0.858719719952077
"unclassified (derived from Verrucomicrobia subdivision 3)",0.274171580775969,0.862809376786183,0.27233356835696,0.859165885844818
"Methanoculleus",0.371250269854081,0.882798390207416,0.326606768522205,0.859456288287852
"Idiomarina",0.197055454139854,0.839021524365858,0.274120720772125,0.859563173833029
"Ilyobacter",0.197694887090293,0.839303106065683,0.277500224868599,0.859670695520768
"Brachybacterium",0.47635968184297,0.907874657972131,0.291842909982992,0.859825915974609
"Hyphomonas",0.392534670112415,0.884827590090122,0.341118101863816,0.860290558594467
"Renibacterium",0.397733807965003,0.887801785946141,0.344045373322266,0.860357326369487
"Desulfomicrobium",0.379395813707286,0.880573648352118,0.352665551512461,0.860942236462058
"Herpetosiphon",0.290066515709555,0.861973240931421,0.319451263326968,0.86130840410998
"Hirschia",0.41074537458745,0.883002095742075,0.404960195845414,0.862073896247279
"Halorhabdus",0.416766628370915,0.878788278919189,0.438812865137587,0.862297806384886
"Nectria",0.448773392339673,0.890940914521554,0.395257373835198,0.862708019517183
"Paulinella",0.366023834471093,0.87628721773423,0.384016539797947,0.863701411008758
"Alkaliphilus",0.273977062594515,0.862233438545322,0.276266129692179,0.863954663427475
"Cardiobacterium",0.416991317441731,0.885149203938944,0.392899926326622,0.8641875187695
"Persephonella",0.307268714397748,0.854631787818368,0.393393869345607,0.864346168367795
"Toxoplasma",0.356180055886177,0.88319556831676,0.302647131247775,0.86440630505413
"Babesia",0.468584688707304,0.902633111717131,0.318454349985942,0.86466354787605
"Leptosira",0.401238232532951,0.873825890190887,0.43518895687419,0.865206246472267
"Nitrobacter",0.388863823659943,0.882243011869626,0.362544920840492,0.865209735468158
"Pyramidobacter",0.363931844290441,0.885819219337413,0.2874532618524,0.8653335103989
"Oenococcus",0.401929404844583,0.895156395437321,0.297069417205727,0.86583483550679
"Limnobacter",0.325548959964283,0.873939205145607,0.321144416539101,0.86633141770138
"Aspergillus",0.559264344143156,0.920375924575335,0.407341398030256,0.867154080383369
"Ethanoligenens",0.291721948859587,0.866339559633008,0.28219474526113,0.867374293722903
"Aromatoleum",0.322268792870587,0.857909264783945,0.338834208690015,0.867405945191285
"Haliangium",0.134650803912243,0.774753305561456,0.333312089428047,0.867780346538279
"Rickettsiella",0.447756868231015,0.896483311539002,0.396359994270193,0.867802117071147
"Cyanophora",0.488549574421385,0.897421844074265,0.41504440914539,0.868036574550476
"Leptospira",0.473749634292958,0.905330049595494,0.363735413203883,0.86833287812648
"Coraliomargarita",0.245295409855999,0.849912762446004,0.322578067767644,0.868555562978741
"Turicibacter",0.18083068684984,0.827506825507179,0.309027597622643,0.86857774588164
"Congregibacter",0.531380440395564,0.915129027847631,0.393904773883685,0.868889732645274
"Cryptobacterium",0.362334209954997,0.886352603812049,0.295554943230252,0.871025119656702
"Algoriphagus",0.267401672169969,0.859559585400446,0.315870139992858,0.87162952880149
"Postia",0.513113308441363,0.907803186364734,0.430100472920934,0.871842884174916
"Sulfolobus",0.470363511709258,0.903372037439078,0.39374991704763,0.872186621869324
"Parvularcula",0.427201919199466,0.888597599390984,0.419042738405092,0.872440257070191
"Streptobacillus",0.337100382043066,0.878691068645558,0.328839451696961,0.872927399373105
"Nocardia",0.561033009678206,0.927620385661137,0.318452820553051,0.873328091895955
"Tuber",0.490778270026608,0.895648508520746,0.486967484498723,0.87341487329079
"Leptothrix",0.201169110113558,0.834210069253469,0.318374354807003,0.873485045974881
"Chlamydomonas",0.474849908881168,0.902310797036616,0.428857361662103,0.873555091967642
"Candidatus Sulcia",0.491469272415292,0.907681699657273,0.388957532864212,0.873705279827691
"Giardia",0.463569663239096,0.896003662628928,0.446644206947502,0.874243456859128
"Cyanobium",0.444683043527745,0.902183278681282,0.30729353383746,0.875040014245875
"Psychroflexus",0.488368166028722,0.905729854997394,0.405462186518743,0.875280935469754
"Dinoroseobacter",0.364072202068266,0.879073879052003,0.381750651434131,0.875297813928651
"Nodularia",0.421769628842255,0.88558675994082,0.448185268945418,0.875349480551658
"Polynucleobacter",0.174666191516157,0.828738392787454,0.321674585771888,0.875736642119532
"Xylella",0.459505527584741,0.900133029972761,0.422162243024524,0.875963944660499
"unclassified (derived from Candidatus Poribacteria)",0.508406420108957,0.903869220781812,0.461499176573241,0.87613830933644
"Nanoarchaeum",0.575354195396872,0.926698201340924,0.40095737099425,0.876484815024119
"Fibrobacter",0.398240437533564,0.895475361131457,0.309969330469706,0.876936294303215
"Coprobacillus",0.252149504171756,0.856629742374097,0.322429238074807,0.877681586838513
"Methanococcoides",0.497821719574811,0.910193615213072,0.407990140766763,0.878072645449884
"Photorhabdus",0.321286711584461,0.873869592939412,0.339865073818804,0.878591696804896
"Chromobacterium",0.455456025262311,0.898816198052601,0.40394880949911,0.878593280070138
"Methylosinus",0.35538846173715,0.88195506553295,0.349778293311364,0.879882708842388
"Achromobacter",0.35118435214254,0.878900113952739,0.370910344277102,0.879958143116189
"Methanohalophilus",0.41200601241966,0.890252839223349,0.401825803819838,0.879974632075452
"Botryotinia",0.449796544469038,0.892941546101184,0.474410489260651,0.880047557746153
"Sideroxydans",0.358828476497125,0.867697959625828,0.403595077399919,0.880083814320421
"Desulfurococcus",0.455166080677386,0.889105386250199,0.483766699296548,0.880339333489976
"Leishmania",0.398000875543237,0.888218630034609,0.396197097430466,0.880567859057232
"Peptostreptococcus",0.39703979553413,0.893138779733781,0.347070024372229,0.881140935404343
"Janibacter",0.185848955403881,0.832223036990708,0.349835746083763,0.881534620898248
"Rhodopirellula",0.279800816158085,0.862602045084608,0.354938942835866,0.881960826201066
"SP6-like viruses",0.521177772036477,0.912488576831207,0.465799895382106,0.882119510063787
"Methanocorpusculum",0.486221476669446,0.912791663400856,0.36911334063575,0.88334681585942
"Pirellula",0.184283426771253,0.830350215103285,0.360572995785208,0.883740770549419
"Thermofilum",0.549679941408461,0.91591948078446,0.478456553353678,0.88466567071887
"Methylovorus",0.628474315096536,0.935929303511723,0.414387070368282,0.885012497160399
"Acidithiobacillus",0.436220414703714,0.894628369354129,0.44044187984549,0.885867057839178
"Loktanella",0.428632407034078,0.893416537140992,0.425847051526169,0.885981268919632
"Methylibium",0.204389417130384,0.831368469956649,0.358828039526559,0.886015019845239
"Haloquadratum",0.512241068832031,0.907468838109151,0.491664686849452,0.886135889276565
"Candidatus Koribacter",0.529111655877136,0.916626459832124,0.413004559426687,0.886434577228688
"Haloarcula",0.499297621864688,0.905331903681602,0.452266292306747,0.88644220518255
"Laribacter",0.529791321676768,0.917887305215996,0.416232837176089,0.886560353611356
"Acidiphilium",0.502535625413417,0.909542758226229,0.446696160977202,0.886991695556238
"Thioalkalivibrio",0.401042694874311,0.887481081827903,0.447587217374469,0.887511363278549
"Naegleria",0.612486543168723,0.931139100598934,0.450950128072127,0.887835247314459
"Chthoniobacter",0.325958282914478,0.875853090177013,0.362508593590614,0.888023163784314
"Anaplasma",0.470730447888892,0.901184236347154,0.464477047455518,0.888418827308632
"Candidatus Liberibacter",0.467498887253505,0.895609202511835,0.486854876635015,0.88842066437136
"Albidiferax",0.138772752382413,0.814616025330384,0.36330808119815,0.888590368887011
"unclassified (derived from Thermotogales)",0.346058203659956,0.875796309916991,0.434744248088223,0.888709894843717
"Carnobacterium",0.397918057140825,0.887679835047838,0.42058465720951,0.889002438195784
"Magnetococcus",0.484068111719951,0.907615628182048,0.435428892687005,0.889416425300658
"Oceanibulbus",0.48481078562362,0.900669448607264,0.495314962461094,0.889423463267941
"Salinispora",0.258222300485501,0.855856632413662,0.389364491047728,0.89011416784992
"Aggregatibacter",0.2305090278764,0.852167595843653,0.385517182297312,0.89016745585715
"Brevundimonas",0.562244791234394,0.921044522135531,0.470792087569602,0.890180256243278
"Ahrensia",0.553957476173325,0.921499202837034,0.442177627588308,0.890212754801446
"Thalassobium",0.468246020819019,0.900497552337501,0.468788231851815,0.89038826864712
"Chlamydia",0.488288563553891,0.908241881761626,0.442926550973212,0.89057948898981
"Neurospora",0.378099954472656,0.876318802425479,0.481285996468445,0.890621124559266
"Truepera",0.60399347889181,0.931435115276955,0.438705225356518,0.890914749514989
"Methanoplanus",0.431082145764678,0.895225510391607,0.451081296896003,0.890986624322333
"Methanohalobium",0.536373082286875,0.917608818360141,0.452375761275342,0.891059515890638
"Basfia",0.169449707263928,0.828846634819053,0.394245238680182,0.891119360802827
"Candidatus Hamiltonella",0.369478012151375,0.879269512932749,0.451522694303024,0.891350479958575
"Vibrio",0.278647920421485,0.863385535977866,0.363518693736958,0.891358018789973
"Paracoccidioides",0.471183186087085,0.895172978380888,0.500534685723543,0.891580381937301
"Pseudovibrio",0.383455846600579,0.874557730134157,0.474762068138677,0.891851635925474
"Plasmodium",0.243388813086573,0.853141276300338,0.401662522970534,0.89243309645178
"Gemmata",0.393552369975823,0.891238594186711,0.39599570939699,0.892729822667013
