"","kw.ep","kw.eBH","glm.ep","glm.eBH"
"Trichoplax",0.134595538069556,0.608341917201107,0.110560909819438,0.507670242194798
"Bacteroides",0.188057678105699,0.656646670780954,0.0740708721733129,0.510656663399878
"Asticcacaulis",0.237282949331179,0.679808346753501,0.0870057370600972,0.510718936337803
"Rhodospirillum",0.123566233318954,0.605907959989154,0.101711543351823,0.511113350001039
"Kluyveromyces",0.226238714416472,0.653810196207166,0.137808631149643,0.511489763076912
"Spirosoma",0.173053234808738,0.646286190271099,0.0792834825128682,0.514876677025685
"Haemophilus",0.0935942544503384,0.592070997086082,0.083455599973817,0.515395935231342
"Thermoanaerobacterium",0.11873493783958,0.609854477321406,0.083587023298954,0.515904654471775
"Veillonella",0.0876126935660922,0.589256347781768,0.0797276056326703,0.516096207905849
"P22-like viruses",0.160701111345676,0.618568602916752,0.131953993412683,0.517587655834909
"Candidatus Desulforudis",0.0584137591249928,0.559139637365848,0.0893422074186879,0.517779591262416
"Ruminococcus",0.101598545833801,0.600318296871617,0.0818934613277153,0.518323280400227
"Anaeromyxobacter",0.16223827755694,0.634519516659526,0.0970400570641492,0.521304785623532
"Streptosporangium",0.193204711603659,0.645457156230244,0.121042337944064,0.521421886975072
"Thermosynechococcus",0.124002871537626,0.602890598059367,0.119596270800505,0.521838294986346
"Macrococcus",0.143062445732044,0.619963973504332,0.104842342211066,0.522739352272063
"Rothia",0.200476059295638,0.659653464621619,0.0939853367931534,0.522879813580923
"Alicyclobacillus",0.118297658313644,0.604938186657463,0.0983945916321351,0.523146701533593
"Thermosinus",0.0786885212821922,0.582190096485016,0.0875708338600689,0.523640560351012
"Herbaspirillum",0.157731508904897,0.627717845329373,0.107551763988057,0.523655649921507
"Ignisphaera",0.167344021843667,0.632765253186237,0.125999996175445,0.524220256588562
"Rhodococcus",0.223296478134464,0.672462565428932,0.100950607273888,0.52709047479957
"Entamoeba",0.263339894629099,0.694853254717444,0.0968053906554986,0.531771592485224
"Halothermothrix",0.0680614277345054,0.571208548240244,0.100139904187591,0.533800348372618
"Acidobacterium",0.212380722370539,0.655353247063986,0.14450059661952,0.534218412311143
"Pyrobaculum",0.202781858640092,0.640357867508319,0.155583848813737,0.534306081202249
"Geobacter",0.109254070623339,0.602248077167926,0.1016657440482,0.53432155920149
"Bacillus",0.154952693224078,0.635083890778866,0.0999120035001348,0.535579797676307
"Actinomyces",0.195767576591445,0.659253759753598,0.101896969248912,0.535749765416066
"Neisseria",0.18472297273947,0.650673611294458,0.103157473443036,0.536026645560753
"Desulfuromonas",0.161061768152926,0.624912231205727,0.122432022861825,0.537285598580993
"Bartonella",0.109847526114081,0.585404168996855,0.131405773296616,0.537856491028398
"Xylella",0.183899032904195,0.638758891420283,0.143771771852048,0.542419825926983
"Brevibacillus",0.13681688621977,0.620922194911812,0.112138890815023,0.543011765536125
"Phi29-like viruses",0.164702550552885,0.630350668281467,0.128643265367416,0.545768708033567
"Zygosaccharomyces",0.236687702275595,0.666840513680517,0.145157113598451,0.546416361951884
"Saccharophagus",0.272800336714535,0.699208251471358,0.113629330440891,0.546481092710566
"Parabacteroides",0.167075289801508,0.645556866715303,0.108006239775149,0.54691162852859
"Eggerthella",0.101722569774798,0.599364962012968,0.110514651016299,0.547810203456826
"Lodderomyces",0.190038416651071,0.639710051375236,0.165144474902706,0.548270635308103
"Syntrophothermus",0.124583823879879,0.61332065948839,0.118179182005304,0.548831634835279
"Francisella",0.317099327629265,0.710995823100063,0.143387492318737,0.551622632533363
"Brevibacterium",0.167657194888255,0.638660681273661,0.127254504867554,0.552954216198554
"Octadecabacter",0.239426364997302,0.66372115093704,0.187880666818958,0.553439847191326
"L5-like viruses",0.21305027543775,0.650981732181646,0.165362351599683,0.554141129295722
"Ajellomyces",0.204032981684256,0.64232123036857,0.185072429813366,0.55458592451378
"Acinetobacter",0.212365275453534,0.663532656393918,0.137490833318515,0.554616727453078
"Naegleria",0.129444297098982,0.606139869957933,0.148160777805136,0.555922278908255
"Thermaerobacter",0.169148684250897,0.635544519662739,0.135775518347807,0.556669832745579
"Desulfatibacillum",0.169791654863954,0.632781281113725,0.148416990829332,0.556775926609629
"Candidatus Solibacter",0.233499684535709,0.678611660766778,0.125316320195246,0.558103796465416
"Acetohalobium",0.126448998434106,0.611938490880417,0.130399970992969,0.55814175887011
"Idiomarina",0.0808916901682104,0.574871826194309,0.128582058301199,0.558793981600602
"Algoriphagus",0.0904367166346279,0.589647661590577,0.126774624912712,0.559066962454907
"Deferribacter",0.131169237313148,0.615182147442738,0.138880350853978,0.559444771787058
"Monosiga",0.31977264362783,0.71703378283245,0.134674430274619,0.55982085263961
"Desulfitobacterium",0.115930288309674,0.60600123178344,0.127214887205596,0.560598820157809
"Aromatoleum",0.188785165070667,0.64813747210987,0.15134039792705,0.560983606164595
"Pelobacter",0.155871108271198,0.63461972133701,0.129129718254029,0.56161992564208
"Lyngbya",0.194882254332189,0.640061456161212,0.177011182297494,0.563111915617341
"Desulfobacterium",0.2369008233952,0.670942365648588,0.159188992884494,0.563670065506803
"Trypanosoma",0.229050858380717,0.661519624959409,0.187279533335502,0.564050478748784
"Methanoregula",0.167369953824724,0.629172568139521,0.165896371183365,0.564379422884227
"Laribacter",0.19261600756144,0.647063497641336,0.160320896162258,0.565953668810898
"Mucilaginibacter",0.165658816304808,0.641100565991436,0.132752369876608,0.565975046541508
"Teredinibacter",0.311611967566666,0.710148524380826,0.152141697513755,0.567501033228103
"Chitinophaga",0.29260412627298,0.710479453150451,0.132800742024036,0.5676144991867
"Gordonia",0.230106714716011,0.672400340434771,0.153920393696568,0.567809546753969
"Afipia",0.185443113091285,0.628862695658984,0.213124607005161,0.568196491099542
"Carboxydothermus",0.0612046104752755,0.566398826364796,0.135458500376961,0.568708416497311
"Thermodesulfovibrio",0.189681082578543,0.645789462296766,0.163451035962244,0.56906754370939
"Thermincola",0.0918574322669413,0.592270180270779,0.135807840262004,0.569978148062994
"unclassified (derived from Clostridiales)",0.171513876127767,0.645548919550724,0.135476779604494,0.570368652804164
"Epsilon15-like viruses",0.161473127369168,0.624053108944158,0.2037714165798,0.571490384154446
"Leptospirillum",0.239646381696716,0.655264654582939,0.200582206500742,0.571971753489395
"Filobasidiella",0.281304993973551,0.686565816259765,0.197034052765409,0.572343921986584
"Leishmania",0.238540309395941,0.665019233038285,0.188391559281389,0.572673087295329
"Plasmodium",0.232782194261891,0.678126880736506,0.141794288224313,0.572685485440821
"Archaeoglobus",0.191967115780522,0.650549496043908,0.161075290404535,0.575685744371012
"Verticillium",0.224926114015793,0.662820065081074,0.175344326991591,0.577036709798919
"Geodermatophilus",0.220027387425403,0.659955501583836,0.18915235659807,0.577637325685911
"Maribacter",0.140597809532141,0.625753246425828,0.149070514889794,0.578108159573072
"Saccharomonospora",0.282928894720018,0.693465336036042,0.191684987396863,0.578383225756558
"Vanderwaltozyma",0.239612557097041,0.671983697910385,0.173817631086776,0.579294729804057
"Microscilla",0.130328649240783,0.618086273556919,0.1529240831106,0.579371231124228
"Rickettsia",0.247676265526326,0.675690872256699,0.18984538993448,0.580021172115189
"Nodularia",0.27819489917432,0.682161703315364,0.22214138569643,0.581488226330773
"Theileria",0.163060112710573,0.623171487387897,0.18909049721556,0.581859878802685
"Acidiphilium",0.12705836425873,0.60038263871921,0.183293140796608,0.585423425703466
"Tropheryma",0.21219562610618,0.655532098046387,0.192301115725054,0.586087252583166
"Halalkalicoccus",0.234330417125938,0.662611880221967,0.209711864071206,0.586499580895846
"Fervidobacterium",0.283234613850702,0.699074522260782,0.183407448425663,0.589202602125044
"SPO1-like viruses",0.363191249955576,0.739391712648246,0.182236277434547,0.589208727022789
"Thermoanaerobacter",0.12587750143754,0.613534311860993,0.165612473315457,0.591665084283731
"Mitsuokella",0.188100645517784,0.656399796611201,0.161057066665201,0.592673396049698
"Kocuria",0.292110613870885,0.708856315049044,0.177619188586436,0.593047711751075
"Paulinella",0.239062949025585,0.669991553453332,0.199025608221001,0.593228371146604
"unclassified (derived from Alteromonadales)",0.137828729328849,0.615521220762793,0.17813214790958,0.59327250790561
"Nautilia",0.606014256492226,0.844064875975675,0.182167023081975,0.594378098526001
"Nitratiruptor",0.733624099173593,0.896333634912015,0.171622120879889,0.594956100930182
"Loktanella",0.25781181682534,0.667772802577669,0.252185435715703,0.5958741350566
"Dethiobacter",0.25220500158969,0.688328756761398,0.174680860093302,0.596009512637142
"Spirochaeta",0.153671995551689,0.635526324948842,0.168735298715041,0.596639088969208
"Granulibacter",0.217899614341732,0.662144398963802,0.201653169542831,0.596915645049518
"Cyanothece",0.178461786533356,0.646087665903352,0.181154286417172,0.597343316447814
"Sulfuricurvum",0.334067689638542,0.72478084511807,0.187643137758965,0.597534947889858
"Wolbachia",0.310984744730653,0.716543669187123,0.185555161267304,0.597733271399902
"Porphyra",0.25933677033496,0.676506334839096,0.216833879152459,0.599108671849354
"Alteromonas",0.209276733295149,0.661911618096461,0.184349060970258,0.59960547028621
"Sulfolobus",0.27471842278482,0.688467523022918,0.21618466538775,0.599679989022225
"Guillardia",0.308412364670984,0.697995946483094,0.246729714254505,0.600172012901237
"unclassified (derived from Siphoviridae)",0.191879204219961,0.658035513996247,0.174042379557956,0.601098587508727
"Candidatus Azobacteroides",0.189476671133959,0.656017639689352,0.177621579808235,0.60173826538359
"Moraxella",0.281134463926212,0.691360203360343,0.23482603239727,0.602165080083609
"Prosthecochloris",0.197553097929816,0.650918098586128,0.218831284088938,0.606413759409909
"unclassified (derived from Caudovirales)",0.213209260768707,0.667315681424415,0.187734138543188,0.607071430332022
"Nocardia",0.58396056755931,0.839826057986206,0.192396266094027,0.607254905039071
"Helicobacter",0.384368038421762,0.757616428464215,0.183452695972165,0.607540693404981
"Dyadobacter",0.214471454012255,0.669586130629407,0.187356468885987,0.608730461012222
"Desulfarculus",0.279957587906441,0.694700326597386,0.219842271338166,0.609355932838659
"Thermocrinis",0.297355775649801,0.698488878695799,0.232310376255829,0.611158866544137
"Kordia",0.133163330685578,0.614948429450559,0.200328609297044,0.612186508066877
"Paludibacter",0.224517577548653,0.675670115487672,0.190612061815233,0.612806814831726
"Moritella",0.18583329263154,0.649549969529432,0.205330617439545,0.613666289112863
"Propionibacterium",0.362393171094038,0.745554013471568,0.196281204005795,0.613787101413083
"Sulfurospirillum",0.702163319045476,0.885126862014944,0.200941652161703,0.614018899078843
"Micromonospora",0.314180108345088,0.700417785997564,0.272544935507648,0.616556944598476
"Pedobacter",0.237109229402318,0.682024223985688,0.199190035766836,0.618121911880054
"Sulfurimonas",0.692745594048813,0.881579774075778,0.204989924225624,0.618690568016701
"Methanococcoides",0.230207931630983,0.669424443821232,0.228896696333133,0.619509703284606
"Dethiosulfovibrio",0.221804138439371,0.66937735755809,0.224483800927896,0.620600009106498
"Myxococcus",0.439094037749206,0.770354000782683,0.222011189869128,0.620759947350093
"Micrococcus",0.28669574623625,0.702426242673889,0.218636882590165,0.620817347579462
"Aquifex",0.0819443948045425,0.571895811838537,0.220361275005483,0.621940603499384
"Bordetella",0.262626200307016,0.693416108225833,0.218957138346233,0.623318888455167
"Caulobacter",0.378603448252392,0.751081446436773,0.218057987531745,0.624085032915919
"Brugia",0.27865405018727,0.701880561182872,0.215525259397452,0.624753028183971
"Alkaliphilus",0.264081089186416,0.696297012279568,0.217796849237851,0.627474870885867
"Sphingobacterium",0.0875371380105852,0.587180914574434,0.216999035660185,0.627731994663025
"Halomonas",0.350931006993682,0.725404692836757,0.270443479402888,0.628231053964077
"Dichelobacter",0.245917287016812,0.680803612050831,0.234772701801027,0.628263424164531
"Laccaria",0.361785975848831,0.729689091969326,0.259082592698475,0.628997025003483
"Symbiobacterium",0.133922990441852,0.619730129372464,0.220347897360275,0.629486387529875
"Chryseobacterium",0.238160622530297,0.681989394503726,0.222836500969206,0.63006807515681
"Perkinsus",0.25554330781296,0.685258199855196,0.246784677658208,0.630403768177992
"Magnaporthe",0.431900674425028,0.76831708343805,0.247544575493024,0.630717090205902
"Mannheimia",0.499907151836619,0.806327975599054,0.230726067589717,0.631102079034592
"Cylindrospermopsis",0.413114546276877,0.756632672869761,0.258588586984878,0.631538307022727
"Herminiimonas",0.489789117208578,0.7975704861841,0.234290575833256,0.631704073763226
"Flavobacterium",0.578903549269739,0.840306862163221,0.219957817281872,0.631809776759557
"Mycobacterium",0.360971287124116,0.744160352422345,0.224327826180122,0.631950516070966
"Geobacillus",0.231661354850689,0.678278044740381,0.226172566317135,0.632853699201148
"Loa",0.406928166114894,0.760902624078401,0.24411696304239,0.635590154987303
"Bpp-1-like viruses",0.273176939707251,0.69105186333129,0.264332465581292,0.637166436088033
"unclassified (derived from Flavobacteriales)",0.165900088006699,0.640910841816901,0.234251812571776,0.637382274353831
"Oscillatoria",0.376821525931929,0.744521327149386,0.248275841134931,0.637965062668448
"Carnobacterium",0.167448485934728,0.63577477260489,0.247591232801756,0.63854773616464
"Coprothermobacter",0.35694963506969,0.734066651355549,0.267560403624775,0.639581118621929
"unclassified (derived from Verrucomicrobiales)",0.342791789775065,0.7301457126028,0.253412984776522,0.639616799186699
"unclassified (derived from Lachnospiraceae)",0.404333757165053,0.766562910616344,0.232979012394431,0.640261486627183
"Listeria",0.240685521163354,0.682551670553595,0.238947284899689,0.641050656991507
"Capnocytophaga",0.227565247800758,0.676794995611258,0.235972036406922,0.641151308832484
"Clostridium",0.299158812970396,0.714430821296899,0.234431501998438,0.641422260711652
"Halothiobacillus",0.330255035221141,0.715246620938911,0.287661089616382,0.641841044883534
"Rhodothermus",0.271335925880166,0.694866270179073,0.25417445192149,0.641957605509582
"Sulfurovum",0.675141674521431,0.873824009108285,0.245478839334497,0.642462708482968
"Meiothermus",0.381604925810929,0.748405766637657,0.251657774776081,0.643045328497065
"Giardia",0.425068720964142,0.767675304129953,0.265313944883157,0.643369981236227
"unclassified (derived from Elusimicrobia)",0.323671834141224,0.715163415748513,0.275103019841471,0.64376508342002
"Dinoroseobacter",0.348215363400028,0.721287022342191,0.2983388033843,0.644034544610209
"Serratia",0.192596632567454,0.653335075667908,0.258612844703561,0.64417430733518
"Nitrospira",0.262015713155609,0.681941781186892,0.273588633280862,0.644313892072665
"Arthroderma",0.355941926115879,0.732943798365654,0.27359461475479,0.644815160922635
"T7-like viruses",0.429009095683358,0.775816664742545,0.267999973995312,0.645160450003377
"Podospora",0.276015178461294,0.686067377999189,0.28528792513441,0.645273609722543
"Segniliparus",0.357826506112868,0.728053574719752,0.295886750751019,0.645335269915497
"Arcobacter",0.774300239654633,0.912419148377927,0.248403433978595,0.646090937563203
"Campylobacter",0.787027276591839,0.917229556658896,0.245090410470287,0.647918907600443
"unclassified (derived from Vibrionaceae)",0.154591092705316,0.630597964219102,0.260316764096211,0.648199162569702
"Encephalitozoon",0.359246581982232,0.734922903516031,0.278794663136352,0.649241934811082
"unclassified (derived from Rhodobacterales)",0.276446915865203,0.695164713492787,0.272506749104663,0.65014846440662
"Halomicrobium",0.32218988778261,0.710921730955238,0.296804218043341,0.650827991227759
"Aeromonas",0.137380032405561,0.621249032821159,0.252555243451203,0.65131522612401
"Chloroflexus",0.116279401529924,0.604655670972568,0.269688092264374,0.652127197622796
"Roseiflexus",0.2640328259586,0.693629437087148,0.26695549491842,0.652138467419172
"unclassified (derived from Opitutaceae)",0.460805599641472,0.78660205211124,0.261678698087068,0.65239771269154
"Volvox",0.638297842964505,0.860943444031147,0.261906343436096,0.653103903046082
"Cenarchaeum",0.350305682320008,0.723723021143571,0.310970573576317,0.653378066368242
"Microcoleus",0.305877382063955,0.704258963859745,0.303189369247259,0.653546779180156
"Roseobacter",0.29178016063076,0.697166268752808,0.307681815076072,0.655148976907502
"Thermotoga",0.245359138911956,0.682235606951229,0.278253414378409,0.655969015908979
"Oceanicaulis",0.310846440038692,0.709126812120527,0.296755868771201,0.656026499544266
"Caldanaerobacter",0.0907598761405766,0.588238718199744,0.263749083921162,0.65630596371635
"Pirellula",0.332437883008298,0.72503754855325,0.278671439010452,0.657453890551587
"Cyanidium",0.364138625766838,0.734201310279671,0.306454943948232,0.657664560471563
"Saccharomyces",0.32897327778785,0.716076110051882,0.278102210555352,0.657769453873501
"Arcanobacterium",0.301155304756075,0.714475863412874,0.268498448919921,0.659140183673431
"Coprinopsis",0.272506952731067,0.687939894332282,0.306370599321046,0.661654336104075
"Schizophyllum",0.380350522362078,0.743094184715815,0.310142005301174,0.661738964790654
"Micromonas",0.326058461582551,0.716847781507049,0.311609543383562,0.661832876781675
"Lysinibacillus",0.298566774325166,0.706557219689822,0.286437833237635,0.662210635475671
"Mesorhizobium",0.345245359652781,0.72451210573246,0.313117825994643,0.664330380411023
"Colwellia",0.228853184008783,0.672744316610622,0.290188606670008,0.665244695163565
"Candidatus Regiella",0.413299018743227,0.759921337666815,0.302502700875148,0.665938877955246
"Kribbella",0.309969136001655,0.7152891856851,0.297918309863807,0.66670406882471
"Labrenzia",0.402946615310137,0.753252320895827,0.311988729558694,0.666765790535487
"Providencia",0.250419774944565,0.682621978892211,0.293337604506582,0.667518458887059
"Sphaerobacter",0.308170400164341,0.713988509206659,0.292560065768307,0.667763347992898
"unclassified (derived from Betaproteobacteria)",0.20173944213302,0.64965510706333,0.325090009439961,0.66891269216702
"Halobacterium",0.297460765426827,0.702286358663669,0.320612912073953,0.669826768556681
"Bifidobacterium",0.279998951801125,0.705678594522825,0.282813872669885,0.670073325433436
"phiKZ-like viruses",0.328045884710381,0.71727087533739,0.313573354545742,0.670217377555668
"unclassified (derived from Erysipelotrichaceae)",0.211061265109453,0.668332258779205,0.285396363944288,0.670272461929023
"Wigglesworthia",0.308467171298291,0.705571855160943,0.332540677580195,0.670443784180847
"Phaeobacter",0.412093336777766,0.757467586663252,0.315030904514525,0.671147665873126
"Petrotoga",0.346447782471543,0.73112514867868,0.30758806379443,0.671395855125972
"Wolinella",0.74931002530586,0.903488028977142,0.28996486050509,0.672290199752658
"Malassezia",0.477624781149715,0.788098953215889,0.317066643034469,0.673318985022632
"Aminomonas",0.428170055615839,0.768799571021589,0.314448956645946,0.674010173318954
"Zunongwangia",0.454263001894692,0.788557480570621,0.294925976430574,0.674161461330396
"Acidaminococcus",0.151197436324348,0.636026442231553,0.293492573656279,0.674618959777405
"Oenococcus",0.252359420105431,0.690436178159936,0.297259272243589,0.675358250580786
"Kingella",0.342222009247022,0.726605682400542,0.321715011271563,0.676193224709362
"Arthrobacter",0.408795868240547,0.767557122527023,0.301696862827345,0.676334879981179
"Salinibacter",0.239603043245732,0.674494773239004,0.321679339520323,0.676443879231542
"Jonesia",0.404471938816841,0.762989890122241,0.305816160572203,0.67700766502266
"unclassified (derived from Podoviridae)",0.379502820279265,0.745479493975997,0.327511634231345,0.677474107989636
"Chlorobium",0.429181966505501,0.774739861892288,0.30648610056392,0.678435710357968
"Cyanophora",0.373669223170611,0.73621114514475,0.340949471993549,0.678626027128956
"Coraliomargarita",0.311657061213626,0.714224646957621,0.324396430802381,0.678753302208587
"Photorhabdus",0.228404674767559,0.673790083514435,0.310942834492582,0.67917475925877
"Oceanobacillus",0.389907340681763,0.755695363226968,0.312209552714976,0.679344417478915
"Tetrahymena",0.285627510750687,0.705066004893211,0.311051193753969,0.679646835592457
"Thermomonospora",0.408798965366156,0.757300614078308,0.341058654205813,0.680085371079831
"Alistipes",0.0387462890729866,0.545785179690626,0.305712895532001,0.68029784830871
"Eubacterium",0.593808682587469,0.84741145608858,0.30607650078352,0.68038712870569
"Butyrivibrio",0.416664801180592,0.772604007214068,0.307325938139434,0.680917060164343
"Methanobrevibacter",0.49862122391529,0.806498721672499,0.30959854107659,0.682381387895489
"Paramecium",0.328826535527599,0.724667120315906,0.320092061824227,0.683972016051197
"Thermobispora",0.419682596185739,0.759938996960953,0.356246914038201,0.686102307815439
"Sorangium",0.52012567492758,0.808367170046531,0.34067504323264,0.686748536441108
"Kineococcus",0.429177119702176,0.775333917692975,0.325780612663997,0.687441204734971
"Phaeosphaeria",0.431757146999233,0.765489604549297,0.351759736246348,0.687873875108565
"unclassified (derived from Burkholderiales)",0.289269182391078,0.70899198387524,0.320946652123464,0.688481546827408
"Ralstonia",0.361699541203371,0.742868332043874,0.327761977747459,0.688658278971425
"Botryotinia",0.294879213783448,0.702745297910288,0.347663078767972,0.688948618262633
"Ilyobacter",0.347730554904241,0.73742006361582,0.325040860116745,0.689122222092868
"Methanoculleus",0.363780960505019,0.738430198296014,0.344365301416322,0.689126522057385
"Streptomyces",0.531371513936877,0.81864758598783,0.326853536251532,0.689634540164175
"Deinococcus",0.320893221768571,0.718756938388128,0.338736243424236,0.689911560955872
